BK_SOURCE,BK_DEBIT_CREDIT,Folio Side,Year,Month,Day,entry,Page,,£,£,sh,d,$,¢,BK_WHEN,BK_BETWEEN,BK_MONEY,BK_MONEY,BK_MONEY,$ data,¢ data,BK_ENTRY,,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,By the Contra 375 lbs. of Tobacco @ 2d.,,,,3,2,6,,,16 May 1763,"Williams, Edward",3,2,6,,,By the Contra 375 pounds of Tobacco @ 2d,,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,1764,Mar.,27,By 1 Crop Hhd Hg Ck WH No. 3,,1090 [pounds tobacco],,,,,,,27 March 1764,"Williams, Edward",,,,,,By 1 Crop Hogshead Hunting Creek WH Number 3 1090 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,allowance for Cask,,30 [pounds tobacco],,,,,,,27 March 1764,"Williams, Edward",,,,,,allowance for Cask 30 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,[Total],,1120 [pounds tobacco],,,,,,,,"Williams, Edward",,,,,,[Total] 1120 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,By 390 lbs. Tobo @ 14/,,,,2,14,7,,,27 March 1764,"Williams, Edward",2,14,7,,,By 390 pounds Tobacco @ 14/,,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,By Balle chargd pr Contra,,730 [pounds tobacco] &,,,,5,,,27 March 1764,"Williams, Edward",,,5,,,By Balance charged per Contra 730 [pounds tobacco] &,,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,[Total],,1850 [pounds tobacco] &,£,5,17,6,,,,"Williams, Edward",5,17,6,,,[Total] 1850 [pounds tobacco] &,,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,1765,Feby,26,By 1 Crop Hhd Huntg Creek Wareho. EW No. 2,,Nett 1002 [pounds tobacco],,,,,,,26 February 1765,"Williams, Edward",,,,,,By 1 Crop Hogshead Hunting Creek Warehouse EW No 2 Nett 1002 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,Cask,,30 [pounds tobacco],,,,,,,26 February 1765,"Williams, Edward",,,,,,Cask 30 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,By 302. lbs. of Tobo allowed for @ 2d.,,,,2,10,4,,,26 February 1765,"Williams, Edward",2,10,4,,,By 302 pounds of Tobacco allowed for @ 2d,,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,Carrd to Folio 225,,1032 [pounds tobacco],,2,10,4,,,,"Williams, Edward",2,10,4,,,Carrd to Folio 225 1032 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,,,,,,,,,,,,,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,By Ballance brought from folio (86) ,,255 lbs. Tobo &,,,2,10,,,20 March 1762,,,2,10,,,By Balance brought from folio (86) 255 pounds Tobacco &,,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,By the Contra 85 lbs. Tobo @ 17/.,,,,,14,5,,,20 March 1762,,,14,5,,,By the Contra 85 pounds Tobacco @ 17 shillings,,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,[Total],,255 lbs. Tobo &,,,17,3,,,,,,17,3,,,[Total] 255 pounds Tobacco &,,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,1763,July,6,By one Crop Hhd Hg Ck HT No. 1 114,,1053 [pounds tobacco],,,,,,,6 July 1763,,,,,,,By one Crop Hogshead Hunting Creek HT No 1 114 1053 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,By allowance for Cask,,30 [pounds tobacco],,,,,,,6 July 1763,,,,,,,By allowance for Cask 30 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,[Total],,1083 [pounds tobacco],,,,,,,,,,,,,,[Total] 1083 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,By the Contra 353. lbs. of Tobo @ 2d.,,,,2,18,10,,,6 July 1763,,2,18,10,,,By the Contra 353 pounds of Tobacco @ 2d,,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,By Balle of the above Acct,,,,,14,9,,,6 July 1763,,,14,9,,,By Balance of the above Account,,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,[Total],,1083 [pounds tobacco] &,£,3,13,7,,,,,3,13,7,,,[Total] 1083 [pounds tobacco] &,,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,By one Crop Hhd Huntg Creek HT No. 1 ,,995 [pounds tobacco],,,,,,,6 July 1763,,,,,,,By one Crop Hogshead Hunting Creek HT No 1 995 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,Allowance for Cask,,30 [pounds tobacco],,,,,,,6 July 1763,,,,,,,Allowance for Cask 30 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,By 295 lbs. of Tobo @ 14/ pr Ct,,,,2,1,3,,,6 July 1763,,2,1,3,,,By 295 pounds of Tobacco @ 14/ percent,,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,[Total],,1025 [pounds tobacco],£,2,1,3,,,,,2,1,3,,,[Total] 1025 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,1765,Jany,,By Balle pr Contra,,,,1,16,10,,,January 1765,,1,16,10,,,By Balance per Contra,,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,May.,,By 1 Crop Hhd Hg Creek HT No. 1 ,,1005 [pounds tobacco],,,,,,,May 1765,,,,,,,By 1 Crop Hogshead Hunting Creek HT No 1 1005 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,Allowance for Cask,,30 [pounds tobacco],,,,,,,May 1765,,,,,,,Allowance for Cask 30 [pounds tobacco],,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,By 305 lbs. of Tobo @ 2d.,,,,2,10,10,,,May 1765,,2,10,10,,,By 305 pounds of Tobacco @ 2d,,,,,
"Ledger A, 1750 - 1772: pg.129",Credit,Right,,,,[Total],,,£,4,7,8,,,,,4,7,8,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,,,,,,,,,,,,,,"Dangerfield, William",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,,Augt,8th,To 1 Bricklayers Trowel bought for Guy,,,,,2,6,,,8 August,"Dangerfield, William",,2,6,,,To 1 Bricklayers Trowel bought for Guy,,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,1762,Octr,12,To 1 pr Shoes for Ditto,,,,,6,,,,12 October 1762,"Dangerfield, William",,6,,,,To 1 pair Shoes for Guy,,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,,,,To 1 Cotton Waistcoat & pr of Breeches for Ditto,,,,,13,9,,,12 October 1762,"Dangerfield, William",,13,9,,,To 1 Cotton Waistcoat & pair of Breeches for Guy,,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,,,,To 2 Oznabrig Shirts,,,,,9,,,,12 October 1762,"Dangerfield, William",,9,,,,To 2 Oznabrig Shirts,,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,,,,To 1 pr best plaid Hose,,,,,2,6,,,12 October 1762,"Dangerfield, William",,2,6,,,To 1 pair best plaid Hose,,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,1763,May,2,To Cash,,,,30,,,,,2 May 1763,"Dangerfield, William",30,,,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,1764,Apl,,To Ditto,,,,10,,,,,April 1764,"Dangerfield, William",10,,,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,,,,[Total],,,£,41,13,9,,,,"Dangerfield, William",41,13,9,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,,,,To Balle credited pr Contra,,,,2,17,9,,,1764,"Dangerfield, William",2,17,9,,,To Balance credited per Contra,,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,,,,[Total],,,£,44,11,6,,,,"Dangerfield, William",44,11,6,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,1766,Apl,17,To Cash,,,,3,0,0,,,17 April 1766,"Dangerfield, William",3,0,0,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,,,,,,,,,,,,,,"Fletcher, Philip",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,1762,Septr,17,To Cash 20/ Octr 19th Thos Bayley's Order 8/6,,,,1,8,6,,,17 September 1762, 19 October 1762,"Fletcher, Philip",1,8,6,,,To Cash 20/ October 19th Thomas Bayley's Order 8/6,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,,Novr,1,To Cash in full,,,,13,1,6,,,1 November 1762,"Fletcher, Philip",13,1,6,,,To Cash in full,,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,,,,[Total],,,£,14,10,,,,,"Fletcher, Philip",14,10,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,,,,,,,,,,,,,,"Bailey, Thomas",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,1761,,,To 2 New Axe Eye hillg hoes—pr Smths Book,,,,,9,,,,1761,"Bailey, Thomas",,9,,,,To 2 New Axe Eye hillg hoes per Smths Book,,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,,,,To 2 Oz. Gum guiacum & 2 Oz. B. Polycht from Williamsburg for him,,,,,4,,,,1761,"Bailey, Thomas",,4,,,,To 2 ounces Gum guaiacum & 2 ounces B Polychrest from Williamsburg for him,,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,,,,[Total],,,,,13,,,,,"Bailey, Thomas",,13,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,1770,Jany,1,To Balle pr Contra,,,,,4,6,,,1 January 1770,"Bailey, Thomas",,4,6,,,To Balance per Contra,,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,1771,,,To Cash,,,,,16,0,,,1771,"Bailey, Thomas",,16,0,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,,,,To 1 Barrell of Corn,,,,,12,6,,,1771,"Bailey, Thomas",,12,6,,,To 1 Barrel of Corn,,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,,Oct.,20,To Cash,,,,1,8,3,,,20 October 1771,"Bailey, Thomas",1,8,3,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.130",Debit,Left,,,,[Total],,,£,3,1,3,,,,"Bailey, Thomas",3,1,3,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.130",Credit,Right,,,,,,,,,,,,,,"Dangerfield, William",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.130",Credit,Right,1763,May,3,By 1 Years hire of his Negroe Guy,,,,30,,,,,3 May 1763,"Dangerfield, William",30,,,,,By 1 Years hire of his Negroe Guy,,,,,
"Ledger A, 1750 - 1772: pg.130",Credit,Right,,,,By hire of Ditto from the 3d of May untill the 26th of Octr following being 176 days.—at the rate of £30 pr Ann.,,,,14,9,,,,3 May 1763, 26 October 1763,"Dangerfield, William",14,9,,,,By hire of Negroe Guy from the 3d of May untill the 26th of October following being 176 days at the rate of £30 per Annum,,,,
"Ledger A, 1750 - 1772: pg.130",Credit,Right,1764,Octr,26,By a Trowel returned,,,,,2,6,,,26 October 1764,"Dangerfield, William",,2,6,,,By a Trowel returned,,,,,
"Ledger A, 1750 - 1772: pg.130",Credit,Right,,,,[Total],,,£,44,11,6,,,,"Dangerfield, William",44,11,6,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.130",Credit,Right,1765,Jany,1,By the Contra Balle,,,,2,17,9,,,1 January 1765,"Dangerfield, William",2,17,9,,,By the Contra Balance,,,,,
"Ledger A, 1750 - 1772: pg.130",Credit,Right,,,,,,,,,,,,,,"Dangerfield, William",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.130",Credit,Right,1762,Novr,1,"By making 78,000 nine Inch Bricks @ 3/",,£11.14—0,,,,,,,1 November 1762,"Fletcher, Philip",11,14,0,,,"By making 78,000 nine Inch Bricks @ 3/",,,,,
"Ledger A, 1750 - 1772: pg.130",Credit,Right,,,,2125 Tyles for Gardn Wall @ 20/,,2.2.6,,,,,,,1 November 1762,"Fletcher, Philip",2,2,6,,,2125 Tiles for Garden Wall @ 20/,,,,,
"Ledger A, 1750 - 1772: pg.130",Credit,Right,,,,1080. Floorg Do 9 Inch Sqr. @ 12/6,,[0].13.6,,,,,,,1 November 1762,"Fletcher, Philip",0,13,6,,,1080 Flooring for 9 Inch Square @ 12/6,,,,,
"Ledger A, 1750 - 1772: pg.130",Credit,Right,,,,[Total],,,,14,10,0,,,,"Fletcher, Philip",14,10,0,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.130",Credit,Right,,,,,,,,,,,,,19 October 1762,"Fletcher, Philip",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.130",Credit,Right,1762,Octr,19,By Philip Fletcher,,,,,8,6,,,19 October 1762,"Bailey, Thomas",,8,6,,,By Philip Fletcher,,,,,
"Ledger A, 1750 - 1772: pg.130",Credit,Right,,,,By Balle due G.W. & chargd pr Contra,,,,,4,6,,,19 October 1762,"Bailey, Thomas",,4,6,,,By Balance due George Washington & charged per Contra,,,,,
"Ledger A, 1750 - 1772: pg.130",Credit,Right,,,,[Total],,,,,13,,,,,"Bailey, Thomas",,13,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.130",Credit,Right,,,,By Work done on my Mill Race,,,,,4,6,,,1762,"Bailey, Thomas",,4,6,,,By Work done on my Mill Race,,,,,
"Ledger A, 1750 - 1772: pg.130",Credit,Right,,,,By Benja. Buckler's Order,,,,2,16,9,,,19 October 1762,"Bailey, Thomas",2,16,9,,,By Benjamin Buckler's Order,,,,,
"Ledger A, 1750 - 1772: pg.130",Credit,Right,,,,[Total],,,£,3,1,3,,,,"Bailey, Thomas",3,1,3,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,,,,,,,,,,,,,,"Violet (Violette), Edward",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,1762,Octr,13,To Cash,,,£,5,S.,d.,,,13 October 1762,"Violet (Violette), Edward",5,,,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,,,22,To Ditto £10 (Octr 25.) Ditto £1.5,,,,11,5,,,,22 October 1762,"Violet (Violette), Edward",11,5,,,,To Cash £10 (October 25) Cash £1.5,,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,1763,Jany,10,To Ditto,,,,10,7,9,,,10 January 1763,"Violet (Violette), Edward",10,7,9,,,To Cash,,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,,,,[Total],,,£,26,12,9,,,,"Violet (Violette), Edward",26,12,9,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,,June,28,To Cash recd of Alexr Fryer for Rent,,£2.0.0,,,,,,,28 June 1763,"Violet (Violette), Edward",2,0,0,,,To Cash received of Alexander Fryer for Rent,,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,,,,Ditto paid you myself for Balle,,[0].12.3,,,,,,,28 June 1763,"Violet (Violette), Edward",,12,3,,,To Cash paid you myself for Balance,,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,,,,[Total],,2.12.3,,,,,,,,"Violet (Violette), Edward",2,12,3,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,,,,[Total],,,,2,12,3,,,,"Violet (Violette), Edward",2,12,3,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,,June,28,To Cash left with him to pay Parish Levies,,£1.12.6,,,,,,,28 June 1763,"Violet (Violette), Edward",1,12,6,,,To Cash left with him to pay Parish Levies,,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,,,,Mason for Dairy,,6.1.[0],,,,,,,28 June 1763,"Violet (Violette), Edward",6,1,,,,Mason for Dairy,,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,,,,Joiner Ditto,,5.[0].[0],,,,,,,28 June 1763,"Violet (Violette), Edward",5,,,,,Joiner for Dairy,,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,,,,Mower's  Meadow,,2.0.6,,,,,,,28 June 1763,"Violet (Violette), Edward",2,0,6,,,Mower's Meadow,,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,,,,buy a horse,,7.[0].[0],,,,,,,28 June 1763,"Violet (Violette), Edward",7,,,,,buy a horse,,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,,,,[Total],,,,21,14,,,,,"Violet (Violette), Edward",21,14,,,,,,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,,Novr,15,To Cash besides £5.0—0 gave your Wife for Butter,,,,6,,,,,15 November 1763,"Violet (Violette), Edward",6,,,,,To Cash besides £5.0.0 gave your Wife for Butter,,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,,,,[Total],,,£,27,14,,,,,"Violet (Violette), Edward",27,14,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,1764,Mar.,5,To Balle pr Contra,,,,,14,8 1/2,,,5 March 1764,"Violet (Violette), Edward",,14,"8,5",,,To Balance per Contra,,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,,,,To Cash to be accted for,,,,2,,,,,1764,"Violet (Violette), Edward",2,,,,,To Cash to be accounted for,,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,,Augt,29,To Ditto Ditto,,,,22,,,,,29 August 1764,"Violet (Violette), Edward",22,,,,,To Cash to be accounted for,,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,,,,To Rent recd of Alexr Fryer,,,,2,,,,,29 August 1764,"Violet (Violette), Edward",2,,,,,To Rent received of Alexander Fryer,,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,,,,To Cash recd of Mr Semple in part for Corn,,,,2,,,,,29 August 1764,"Violet (Violette), Edward",2,,,,,To Cash received of Mr Semple in part for Corn,,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,,,,To Farrel Littleton for 1/2 Bl of Corn,,,,,10,,,,29 August 1764,"Violet (Violette), Edward",,10,,,,To Farrel Littleton for 1/2 Barrel of Corn,,,,,
"Ledger A, 1750 - 1772: pg.131",Debit,Left,,,,Carrd to Folio 186,,,£,29,4,8 1/2,,,August 1764,"Violet (Violette), Edward",29,4,"8,5",,,Carried to Folio 186,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,,,,,,,,,,,"Violet (Violette), Edward",,,,,,,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,1762,,,By your Share & half of Tobo made at my Muddy hole Quarter Lost [Last] year viz. 1854 lbs. @ 17/,,,£,15,14S.,11d.,,,1762,"Violet (Violette), Edward",15,14,11,,,By your Share & half of Tobacco made at my Muddy hole Quarter Last year viz. 1854 pounds @ 17/,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,By your Share of 13 Casks  390 lbs. 50 lbs. @ Do,,,,,8,6,,,1762,"Violet (Violette), Edward",,8,6,,,By your Share of 13 Casks  390 pounds 50 pounds @ 17 shillings,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,By your Share of 187 Barls of Sd Corn viz. 19B.1B.2P. @ 10/,,,,9,13,,,,1762,"Violet (Violette), Edward",9,13,,,,By your Share of 187 Barrels of Sound Corn viz. 19 Barrels 1 Bushel 2 Pecks @ 10/,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,Ditto of 32 Ditto soft Corn viz. 3.1.2 @ 5/,,,,,16,6,,,1762,"Violet (Violette), Edward",,16,6,,,By your share of 32 Barrels of soft Corn viz. 3.1.2 @ 5/,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,[Total],,,£,26,12,11,,,,"Violet (Violette), Edward",26,12,11,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,June,28,By an Acct of Sundries—viz.—for Leathr,,0—10—0,,,,,,,28 June 1762,"Violet (Violette), Edward",0,10,0,,,By an Account of Sundries viz. for Leather,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ upper Do,,[0].8.6,,,,,,,28 June 1762,"Violet (Violette), Edward",8,8,6,,,✔ upper Leather,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ 1/2 lb. Shoe thread,,[0].1.3,,,,,,,28 June 1762,"Violet (Violette), Edward",0,1,3,,,✔ 1/2 pound Shoe thread,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ Makg & Mendg Shoes,,[0].11.[0],,,,,,,28 June 1762,"Violet (Violette), Edward",0,11,0,,,✔ Making & Mending Shoes,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ 2 Bushls of Hair,,[0].1.6,,,,,,,28 June 1762,"Violet (Violette), Edward",0,1,6,,,✔ 2 Bushels of Hair,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ Settg Lime Kiln,,1—0—0,,,,,,,28 June 1762,"Violet (Violette), Edward",1,0,0,,,✔ Setting Lime Kiln,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,[Total],,,,2,12,3,,,,"Violet (Violette), Edward",2,12,3,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,1764,,,By Sundry Accts viz. Jos. Cadwallader Mason,,6—1.[0],,,,,,,1764,"Violet (Violette), Edward",6,1,0,,,By Sundry Accounts viz. Joseph Cadwallader Mason,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ Danl Lawrence,,[0].3.6,,,,,,,1764,"Violet (Violette), Edward",0,3,6,,,✔ Daniel Lawrence,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ Jas Ireson—Levies,,1.12.6,,,,,,,1764,"Violet (Violette), Edward",1,12,6,,,✔ James Ireson Levies,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ Jas McCarmick Waggong 2 Hhds Tobo—63,,2.3.[0],,,,,,,1764,"Violet (Violette), Edward",0,2,3,,,✔ James McCarmick Waggoning 2 Hogshheads Tobacco 63,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ Geo. Rice Joiner ,,5.[0].[0],,,,,,,1764,"Violet (Violette), Edward",5,0,0,,,George Rice Joiner,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ Jas Byrn Smith,,1.3.[0],,,,,,,1764,"Violet (Violette), Edward",1,3,0,,,✔ Jas Byrn Smith,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ Doctr McCarmick bleedg 4 Negroes,,[0].4.[0],,,,,,,1764,"Violet (Violette), Edward",0,4,0,,,✔ Doctor McCarmick bleeding 4 Negroes,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ 1 Cuttg knife,,[0].8.[0],,,,,,,1764,"Violet (Violette), Edward",0,8,0,,,✔ 1 Cutting knife,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ 1 Cuttg Box,,[0].15.[0],,,,,,,1764,"Violet (Violette), Edward",0,15,0,,,✔ 1 Cutting Box,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ 3 Butter Firkins @ 2/4,,[0].7.[0],,,,,,,1764,"Violet (Violette), Edward",0,7,0,,,✔ 3 Butter Firkins @ 2/4,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ Midwife,,[0].10.[0],,,,,,,1764,"Violet (Violette), Edward",0,10,0,,,✔ Midwife,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ 1 1/2 Bushls Hempseed,,[0].15.[0],,,,,,,1764,"Violet (Violette), Edward",0,15,0,,,✔ 1 1/2 Bushels Hempseed,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ 1 Axle tree Waggon,,[0].5.[0],,,,,,,1764,"Violet (Violette), Edward",0,5,0,,,✔ 1 Axle tree Waggon,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ 1 Cheese press,,[0].7.6,,,,,,,1764,"Violet (Violette), Edward",0,7,6,,,✔ 1 Cheese press,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ 2 Hemp breakers 5/,,[0].10.[0],,,,,,,1764,"Violet (Violette), Edward",0,10,0,,,✔ 2 Hemp breakers 5/,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ Mowg Meadow,,1.16.[0],,,,,,,1764,"Violet (Violette), Edward",1,16,0,,,✔ Mowing Meadow,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,[Total],,,,22,0,6,,,,"Violet (Violette), Edward",22,0,6,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,By Cash pd Chrr Hardwick for his share of Tobo prized in yr Hhds,,,,,7,,,,1764,"Violet (Violette), Edward",,7,,,,By Cash paid Christpoher Hardwick for his share of Tobacco prized in your Hogsheads,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,By your own Share & half of 4168. lbs. of Tobo made in the yr 1762. viz. 500 lbs. @ 18/,,,,4,10,,,,1764,"Violet (Violette), Edward",4,10,,,,By your own Share & half of 4168 pounds of Tobacco made in the year 1762 viz. 500 pounds @ 18/,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,By Ditto of 4. Casks 10 lb. @ Do,,,,,1,9 1/2,,,1764,"Violet (Violette), Edward",,1,"9,5",,,By your own Share & half of 4 Casks 10 pounds @ 18/,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,[Total],,,£,26,19,3 1/2,,,,"Violet (Violette), Edward",26,19,"3,5",,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,Mar.,5,By Balle Carried to new Acct—viz.,,,,,14,8 1/2,,,5 March 1764,"Violet (Violette), Edward",,14,"8,5",,,By Balance Carried to new Account viz,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,[Total],,,£,27,14,,,,,"Violet (Violette), Edward",27,14,,,,[Total],,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ By Danl Lawrence addl acct,,,,,4,1 1/2,,,5 March 1764,"Violet (Violette), Edward",,4,"1,5",,,By Daniell Lawrence additional account,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,✔ By Ferriage pr Keyes Acct,,,,,5,3 3/4,,,5 March 1764,"Violet (Violette), Edward",,5,"3,75",,,By Ferriage per Keyes Account,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,July.,,By Reaping pr Sundry Accts & Rects,,£4.15s.[0],,,,,,,July 1764,"Violet (Violette), Edward",4,15,0,,,By Reaping per Sundry Accounts & Receipts,,,,,
"Ledger A, 1750 - 1772: pg.131",Credit,Right,,,,By Liquor at Do viz. 7 Gallns @ 4/,,1.8.[0],,,,,,,July 1764,"Violet (Violette), Edward",1,8,0,,,By Liquor at Sundry accounts viz. 7 Gallons @ 4/,,,,,
